,SOLUSDT,LTCUSDT,Spread,Zscore
454,159.27288482,86.69,5.8315848200000175,0.2596396387122772
455,158.587,86.54481439,5.402678529699983,0.08809682029463099
456,156.682,86.41490847,3.7276120080999817,-0.8434807587564472
457,155.055,85.08,4.463400000000007,-0.302806156756829
458,151.477,84.87970282,1.23992600859998,-2.4829965674493613
459,151.77527045,84.18178848,2.773504840399994,-1.201987962890414
460,152.28012761,85.69969992,0.5916587515999936,-2.282436011589431
461,148.62351721,85.27,-2.3043827900000053,-2.9379385398093514
462,149.803,84.54175907,0.16408644609998646,-1.5467227195602322
463,148.99894824,84.11282031,0.11925629129999038,-1.402403212127378
464,149.97,84.27708859,0.7995531956999855,-1.0079899817104427
465,146.889874,83.29948582,-0.5502159014000085,-1.4328864843036515
466,147.7249714,83.19,0.4786713999999961,-0.9231672120359792
467,148.56181156,83.47168559,0.8169280656999831,-0.7111127635300118
468,145.90352507,82.46275025,-0.05554287250001266,-0.993832868328623
469,146.441,83.3731231,-1.1294278869999914,-1.3239364499137973
470,145.953,83.65,-2.107500000000016,-1.5704260480380285
471,147.301,83.69011076,-0.8304960451999932,-0.934296796632597
472,147.758,83.55585819,-0.13586899629999039,-0.5752875117660047
473,147.31440002,83.68689634,-0.8114065018000076,-0.792212217938626
474,146.23,83.20513257,-1.0430846489000203,-0.8082465701065984
475,146.385,82.86,-0.2772000000000219,-0.40361790765527417
476,146.22,83.4,-1.3980000000000246,-0.9331589835001322
477,143.753,82.96,-3.086199999999991,-1.776644791548934
478,144.749,83.58228728,-3.1916484856000125,-1.8762471712606026
479,143.52351392,83.80404291,-4.809642030700019,-2.4169493928768824
480,144.576,83.25515558,-2.785625376599995,-1.1572044792705465
481,144.96091555,82.9,-1.7720844499999941,-0.4275233915063493
482,147.72433697,83.6624473,-0.3581947510000134,0.46907665147345734
483,148.479,83.96,-0.13019999999997367,0.6388472882482268
484,148.35069341,84.44985712,-1.1255536924000182,-0.004458554670398837
485,148.05214191,84.52,-1.5482580900000187,-0.23283795062740953
486,146.83101248,84.64,-2.9817875200000117,-1.1640569794584013
487,147.316,84.65095578,-2.5161917306000134,-0.7542591195595595
488,147.06039281,84.28804501,-2.129446857700003,-0.39669495773321656
489,145.265,83.9302512,-3.291544624000011,-1.2008829567570056
490,144.78428897,83.73292462,-3.4229876074000174,-1.1815341415209697
491,143.026,84.27056405,-6.132898368500008,-2.5426943896960945
492,143.588,84.46475317,-5.914613110900007,-2.0286100559048856
493,144.171,85.02,-6.314400000000006,-1.948717214863619
494,143.212,84.92398132,-7.103446936400019,-2.008103136450765
495,143.07,85.20151328,-7.736678505599997,-1.9692577045065478
496,144.69,85.48110521,-6.611556221699999,-1.3401140717107551
497,143.587,85.85368181,-8.374016803700016,-1.8264813991529842
498,143.402,85.15545287,-7.3231515799000135,-1.2649635005963218
499,143.93777418,85.14,-6.76002582000001,-0.9585543699064198
